"Elapsed_Time","Cases","Deaths"
1.,0.00303891405111,0
2.,-0.00303891405111,0
3.,0.00911674215334,0
4.,-0.00911674215334,0
5.,0,0
6.,0,0
7.,0,0
8.,0.00607782810223,0
9.,-0.00303891405111,0
10.,-0.00303891405111,0
11.,0.00911674215334,0
12.,-0.00911674215334,0
13.,0,0
14.,0,0
15.,0,0
16.,0,0
17.,0,0
18.,0,0
19.,0.00303891405111,0
20.,-0.00303891405111,0
21.,0.00303891405111,0
22.,-0.00303891405111,0
23.,0,0
24.,0,0
25.,0,0
26.,0,0
27.,0,0
28.,0,0
29.,0.00607782810223,0
30.,-0.00607782810223,0
31.,0,0
32.,0.10940090584,0
33.,-0.10940090584,0
34.,0.0182334843067,0
35.,-0.0151945702556,0
36.,0.00303891405111,0
37.,0.0182334843067,0.00303891405111
38.,-0.00607782810223,-0.00303891405111
39.,0.0547004529201,0.0151945702556
40.,-0.0121556562045,-0.0121556562045
41.,0.0334280545623,0.00911674215334
42.,0.112439819891,-0.00911674215334
43.,-0.0698950231756,0.00303891405111
44.,0.288696834856,0.00303891405111
45.,-0.0729339372267,0.00303891405111
46.,-0.154984616607,-0.00911674215334
47.,0.945102269896,0.0151945702556
48.,-0.16410135876,0.00607782810223
49.,0.182334843067,-0.0121556562045
50.,0.407214482849,0.00911674215334
51.,0.0850895934312,0
52.,0.677677833398,0.00607782810223
53.,1.11224254271,0.0395058826645
54.,1.99048870348,0.00303891405111
55.,-1.30065521388,-0.0395058826645
56.,13.7541249953,0.21880181168
57.,-1.44044526023,-0.115478733942
58.,2.94470771553,0.0547004529201
59.,4.21801270295,0.142828960402
60.,7.93764350151,0.0759728512779
61.,-0.999802722817,0.0607782810223
62.,5.98362176664,0.249190952191
63.,18.2821069315,0.0942063355845
64.,-0.726300458216,0.316047061316
65.,6.06263353197,0.224879639782
66.,-1.18821539399,-0.0121556562045
67.,4.46720365514,0.203607241425
68.,16.3645521652,1.16694299563
69.,-3.39142808104,-0.0395058826645
70.,14.9058734207,0.878246160772
71.,6.30878557011,-0.0334280545623
72.,3.02068056681,0.486226248178
73.,-15.0061575844,-0.32820271752
74.,4.02352220368,-0.139790046351
75.,0.118517647993,2.34908056151
76.,9.83392586941,0.10940090584
77.,-1.40397829161,-0.601704982121
78.,8.30839101575,0.996763808765
79.,-15.9694933386,-0.695911317705
80.,-2.9963692544,-0.966374668254
81.,-10.6605104913,-0.142828960402
82.,5.26036022248,2.41593667064
83.,4.84402899748,0.562199099456
84.,8.37828603892,6.37564167924
85.,1.5103402834,-2.22752399947
86.,1.69875295457,-5.97146611044
87.,-17.1516309045,0.325163803469
88.,-4.84099008342,-1.71090861078
89.,43.1920854085,4.00528871937
90.,-71.3537019202,-3.07234210568
91.,40.7032148006,4.94127424711
92.,21.1903476784,-4.18762356244
93.,-10.6726661475,-0.568276927558
94.,-15.8813648311,-2.05430589855
95.,-15.7020689021,0.771884168983
96.,6.0109719931,2.1758624606
97.,8.87362902925,1.57415747848
98.,6.38779733544,-1.78992037611
99.,13.9941992054,-0.237035295987
100.,-15.5136562309,-1.58023530658
101.,-10.4720978201,-0.346436201827
102.,-9.57257926101,-0.215762897629
103.,4.84706791153,2.735022646
104.,0.935985527743,0.689833489603
105.,12.6236489683,-0.422409053105
106.,-4.80148420076,-2.17282354655
107.,-3.56768509601,0.306930319163
108.,-17.9873322685,-2.69247784929
109.,-3.41573939345,1.29153847172
110.,9.38720550389,1.63797467355
111.,-2.57396020129,0.151945702556
112.,19.6556960826,0.106361991789
113.,-7.10194213745,-0.455837107667
114.,0.0425447967156,-1.2246823626
115.,-18.4370915481,-1.26722715931
116.,7.92244893125,-0.0698950231756
117.,-4.01744437557,2.40074210038
118.,9.29603808236,-0.173218100914
119.,6.11125615679,-0.774923083034
120.,-4.74678374784,0.0455837107667
121.,-6.2844742577,-0.516615388689
122.,-3.22428780823,-1.44044526023
123.,-4.73766700569,-0.4102533969
124.,-1.33408326844,0.592588239967
125.,-1.09097014435,2.4675982095
126.,13.0673304198,-0.939024441794
127.,4.91392402065,-0.0121556562045
128.,-0.0881285074823,-0.686794575552
129.,-12.5385593749,-1.10616471461
130.,3.45828419017,0.553082357303
131.,-2.09381178122,0.695911317705
132.,-2.40074210038,-0.103323077738
133.,3.16654844126,0.173218100914
134.,12.0280218143,-0.352514029929
135.,-6.75246702158,-0.765806340881
136.,-0.471031677923,0.127634390147
137.,-11.4232779181,-0.659444349092
138.,-0.303891405111,1.53769050986
139.,7.70668603363,-0.197529413322
140.,5.92284348562,-0.118517647993
141.,7.89509870479,-0.145867874453
142.,-0.209685069527,-0.243113124089
143.,-18.1575114554,-1.43436743213
144.,1.44652308833,0.303891405111
145.,11.414161176,1.34016109654
146.,5.65541904912,-0.249190952191
147.,6.52454846774,-0.0942063355845
148.,6.58228783471,-0.1367511323
149.,12.307601907,-0.233996381936
150.,-27.8729196768,-1.07273666004
151.,23.3601323109,0.562199099456
152.,6.73423353727,1.19429322209
153.,-1.20037105019,-0.227918553834
154.,20.2665178069,5.09929777777
155.,13.1311476149,-5.47004529201
156.,-8.32662450005,-0.395058826645
157.,-11.3381883247,-0.717183716063
158.,8.40867517943,0.224879639782
159.,9.59385165937,2.85657920805
160.,18.549531368,-1.9205936803
161.,8.4603367183,0.100284163687
162.,2.00264435968,0.0455837107667
163.,-27.4322771394,-1.3735891511
164.,11.8639204555,0.0911674215334
165.,-7.04724168453,0.203607241425
166.,39.9161360614,2.5982715137
167.,-4.02960003178,-1.13959276917
168.,13.8149032764,0.522693216792
169.,9.83392586941,-0.571315841609
170.,-15.9087150576,-0.379864256389
171.,-7.26908241026,-0.756689598727
172.,-2.9902914263,-0.0850895934312
173.,32.4282518394,1.39486154946
174.,-7.36328874585,0.243113124089
175.,36.8559496119,0.0334280545623
176.,-21.6036399894,-0.142828960402
177.,-23.2568092332,-0.154984616607
178.,-6.40603081975,-1.32800544034
179.,-14.9271458191,-0.1367511323
180.,37.6734174917,2.18497920275
181.,8.65482721757,0.303891405111
182.,-12.720894218,-0.237035295987
183.,17.896164847,0.388980998543
184.,-25.3992436392,-1.01803620712
185.,-29.2221975155,-1.30369412793
186.,2.20321268706,1.82638734472
187.,16.0819331585,0.489265162229
188.,40.8217324486,0.659444349092
189.,-23.2264200927,-0.349475115878
190.,0.306930319163,-0.258307694345
191.,-30.1125993325,-0.385942084491
192.,-31.4193323745,-2.18497920275
193.,-5.40926701098,0.407214482849
194.,35.8287966626,2.58307694345
195.,-13.7115801986,0.145867874453
196.,21.0201684916,1.2186045345
197.,-5.9988163369,-1.83854300092
198.,-5.98969959475,-0.513576474638
199.,-27.9519314421,-1.69267512647
200.,7.85559282213,0.0455837107667
201.,-8.05312223545,1.64405250165
202.,27.3806156005,1.26114933121
203.,-11.8001032605,-1.23987693285
204.,37.0078953145,0.765806340881
205.,-48.4949904277,-0.917752043436
206.,-17.5740399576,-1.39182263541
207.,-22.7006879618,-0.364669686134
208.,26.8032219308,2.63777739637
209.,12.3835747583,0.100284163687
210.,-10.5966932962,-0.853934848363
211.,12.7512833585,0.10940090584
212.,-12.2255512276,-0.358591858031
213.,-29.1523024923,-1.65013032975
214.,8.76118920936,0.0243113124089
215.,2.01176110184,2.37035295987
216.,18.610309649,-0.0577393669712
217.,3.87765432922,-0.306930319163
218.,0.850895934312,-0.440642537412
219.,3.26075477685,-0.0182334843067
220.,-35.0022120407,-1.99960544563
221.,-4.05998917229,0.705028059858
222.,28.1920056522,1.61366336114
223.,-11.9398933068,-0.0425447967156
224.,-8.51199825717,0.0486226248178
225.,43.0340618778,-0.325163803469
226.,-18.8929286558,-0.556121271354
227.,-39.0287731585,-1.16998190968
228.,-24.1137829956,-0.370747514236
229.,8.38132495297,0.507498646536
230.,24.4298300569,2.28830228049
231.,0.668561091245,-0.890401816976
232.,37.8375188504,0.929907699641
233.,-18.0025268388,-1.51641811151
234.,-20.92900107,-0.993724894714
235.,-2.04215024235,0.115478733942
236.,56.1348203522,3.04803079327
237.,-84.187035958,-1.78080363395
238.,59.4988982068,0.0638171950734
239.,14.9484182174,0.227918553834
240.,-27.1526970467,-0.73541720037
241.,16.1974118924,-1.32496652629
242.,0.732378286319,0.316047061316
243.,-18.6315820474,1.71394752483
244.,-5.93499914183,0.543965615149
245.,17.2944598649,-0.580432583763
246.,33.6164672334,0.121556562045
247.,-27.6997015759,-0.638171950734
248.,-26.8001830168,-1.42525068997
249.,-12.4899367501,0.142828960402
250.,27.5477558733,1.78992037611
251.,4.54621542047,0.112439819891
252.,5.81952040788,-0.255268780294
253.,28.4655079168,0.1367511323
254.,-13.3043657158,-0.659444349092
255.,-43.0887623307,-1.06058100384
256.,10.9097014435,0.346436201827
257.,12.9822408264,0.781000911136
258.,16.9267512647,0.610821724274
259.,21.1538807098,0.142828960402
260.,3.5555294398,0.100284163687
261.,-7.91029327505,-1.13655385512
262.,-29.9545758018,-0.650327606938
263.,-10.3262299457,-0.261346608396
264.,33.707634655,1.48299005694
265.,19.5766843173,0.556121271354
266.,13.6994245424,-0.495342990332
267.,17.5254173328,0.145867874453
268.,-34.7925269712,-0.480148420076
269.,-29.4835441239,-0.987647066612
270.,30.2220002383,0.173218100914
271.,6.004894165,1.49514571315
272.,9.04988604422,0.562199099456
273.,27.0584907111,-0.823545707852
274.,31.4588382571,0.270463350549
275.,5.16615388689,-0.0729339372267
276.,-72.4963336034,-1.75649232154
277.,19.4034662164,0.4102533969
278.,25.1743639994,1.55896290822
279.,13.9972381194,0.021272398357798802
280.,25.4843332326,-0.0607782810222823
281.,33.6134283194,0.16714027281127633
282.,-53.0594393325,-0.495342990332
283.,0.388980998543,-1.28546064362
284.,4.92911859091,0.343397287776
285.,24.3447404635,1.55896290822
286.,36.682731511,0.0668561091245
287.,56.9158212633,0.358591858031
288.,11.891270682,-0.203607241425
289.,6.37260276519,-0.291735748907
290.,-67.2298955528,-1.80207603231
291.,215.261476811,0.689833489603
292.,-107.951343838,2.22752399947
293.,19.2788707403,2.49190952191
294.,15.3039711614,-5.23300999602
295.,96.613155513,4.24840184346
296.,-54.2932384372,-1.95706064892
297.,-101.979877727,-1.99656653158
298.,100.80381799,1.15174842537
299.,-35.7072401006,1.45867874453
300.,48.8231931452,1.11528145676
301.,53.1293343556,0.534848872996
302.,20.6372653211,-0.443681451463
303.,-53.6459497443,-1.30977195603
304.,-57.8730791894,-1.55288508012
305.,33.5678446086,-0.127634390147
306.,19.1937811468,4.17546790623
307.,19.1390806939,0.0881285074823
308.,-215.610951927,-3.22732672228
309.,285.451274649,0.543965615149
310.,-150.019031047,-0.644249778836
311.,-48.3217723268,-1.11528145676
312.,55.3021579022,1.04842534763
313.,67.7434720274,4.31829686663
314.,61.832784198,0.610821724274
315.,55.2231461368,0.261346608396
316.,29.0763296411,-0.850895934312
317.,-43.8576075857,-1.05146426169
318.,-116.691260649,-3.45220636207
319.,50.8987714421,0.87216833267
320.,72.5176060017,3.49475115878
321.,16.9753738895,1.72610318103
322.,9.691096909,-1.10616471461
323.,18.9567458508,1.67444164216
324.,-34.5129468785,-2.87785160641
325.,-86.8430468387,-3.06018644947
326.,229.143236196,-0.142828960402
327.,-208.977002553,6.03224439146
328.,152.763170435,1.0818534022
329.,-17.5710010435,-1.15174842537
330.,30.0882880201,-1.15478733942
331.,-170.270354284,-0.963335754203
332.,-22.3086680492,-3.27898826115
333.,6.74638919347,0.601704982121
334.,11.6846245265,5.19654302741
335.,102.071045149,-0.148906788505
336.,-108.741461491,-1.39182263541
337.,-262.753625601,-5.07498646536
338.,364.618024595,1.36447240895
339.,-230.790327612,-1.41917286187
340.,57.9247407283,1.55288508012
341.,117.843009074,6.12037289894
342.,67.8863009878,0.0182334843067
343.,-6.9682299192,-0.975491410408
344.,-204.746834194,-4.17546790623
345.,420.537082049,1.09704797245
346.,-272.162103504,-3.09361450403
347.,-87.6270866639,1.57111856443
348.,147.964725149,5.69796384584
349.,73.9307010355,0.2735022646
350.,65.4399751767,0.635133036683
351.,36.9927007442,-1.53465159581
352.,-40.247377693,0.455837107667
353.,-3.87461541517,-5.78609235332
354.,-205.856037822,-0.267424436498
355.,57.9277796423,8.77638377962
356.,47.3219696039,-1.60150770494
357.,-9.86431500992,-0.522693216792
358.,18.7713720937,-0.349475115878
359.,-120.499019955,-1.3735891511
360.,-76.6505291113,-4.83795116937
361.,-107.96046058,-1.05146426169
362.,107.328366457,4.14203985167
363.,17.5314951609,4.84706791153
364.,18.8716562574,-1.27938281552
365.,14.6019820156,0.10940090584
366.,-65.9535516513,-1.98744978943
367.,-122.337562956,-4.70727786518
368.,115.144453397,0.413292310952
369.,-70.928253953,6.60356023307
370.,24.4723748536,-0.346436201827
371.,42.9185831439,0.0759728512779
372.,-8.03184983709,-1.21556562045
373.,-72.9704041954,-2.65297196662
374.,-91.0914486821,-2.83226789564
375.,66.8378756402,0.717183716063
376.,-59.3499914183,4.54621542047
377.,21.8163639729,1.16998190968
