"Elapsed_Time","Cases","Deaths"
0.,0,0
1.,0.00303891405111,0
2.,0,0
3.,0.00911674215334,0
4.,0,0
5.,0,0
6.,0,0
7.,0,0
8.,0.00607782810223,0
9.,0.00303891405111,0
10.,0,0
11.,0.00911674215334,0
12.,0,0
13.,0,0
14.,0,0
15.,0,0
16.,0,0
17.,0,0
18.,0,0
19.,0.00303891405111,0
20.,0,0
21.,0.00303891405111,0
22.,0,0
23.,0,0
24.,0,0
25.,0,0
26.,0,0
27.,0,0
28.,0,0
29.,0.00607782810223,0
30.,0,0
31.,0,0
32.,0.10940090584,0
33.,0,0
34.,0.0182334843067,0
35.,0.00303891405111,0
36.,0.00607782810223,0
37.,0.0243113124089,0.00303891405111
38.,0.0182334843067,0
39.,0.0729339372267,0.0151945702556
40.,0.0607782810223,0.00303891405111
41.,0.0942063355845,0.0121556562045
42.,0.206646155476,0.00303891405111
43.,0.1367511323,0.00607782810223
44.,0.425447967156,0.00911674215334
45.,0.352514029929,0.0121556562045
46.,0.197529413322,0.00303891405111
47.,1.14263168322,0.0182334843067
48.,0.978530324459,0.0243113124089
49.,1.16086516753,0.0121556562045
50.,1.56807965037,0.0212723983578
51.,1.65316924381,0.0212723983578
52.,2.3308470772,0.02735022646
53.,3.44308961991,0.0668561091245
54.,5.43357832339,0.0698950231756
55.,4.13292310952,0.0303891405111
56.,17.8870481049,0.249190952191
57.,16.4466028446,0.133712218249
58.,19.3913105602,0.188412671169
59.,23.6093232631,0.331241631571
60.,31.5469667646,0.407214482849
61.,30.5471640418,0.467992763872
62.,36.5307858084,0.717183716063
63.,54.8128927399,0.811390051647
64.,54.0865922817,1.12743711296
65.,60.1492258137,1.35231675275
66.,58.9610104197,1.34016109654
67.,63.4282140749,1.54376833797
68.,79.7927662401,2.71071133359
69.,76.4013381591,2.67120545093
70.,91.3072115798,3.5494516117
71.,97.6159971499,3.51602355714
72.,100.636677717,4.00224980532
73.,85.6305201323,3.6740470878
74.,89.654042336,3.53425704145
75.,89.772559984,5.88333760296
76.,99.6064858534,5.9927385088
77.,98.2025075618,5.39103352668
78.,106.510898577,6.38779733544
79.,90.5414052389,5.69188601774
80.,87.5450359845,4.72551134948
81.,76.8845254932,4.58268238908
82.,82.1448857157,6.99861905972
83.,86.9889147131,7.56081815917
84.,95.3672007521,13.9364598384
85.,96.8775410355,11.7089358389
86.,98.57629399,5.7374697285
87.,81.4246630856,6.06263353197
88.,76.5836730021,4.3517249212
89.,119.775758411,8.35701364056
90.,48.4220564905,5.28467153489
91.,89.1252712911,10.225945782
92.,110.315618969,6.03832221956
93.,99.642952822,5.47004529201
94.,83.7615879909,3.41573939345
95.,68.0595190888,4.18762356244
96.,74.0704910819,6.36348602303
97.,82.9441201111,7.93764350151
98.,89.3319174466,6.1477231254
99.,103.326116652,5.91068782942
100.,87.812460421,4.33045252284
101.,77.3403626009,3.98401632101
102.,67.7677833398,3.76825342338
103.,72.6148512514,6.50327606938
104.,73.5508367791,7.19310955899
105.,86.1744857474,6.77070050588
106.,81.3730015467,4.59787695934
107.,77.8053164507,4.9048072785
108.,59.8179841821,2.21232942921
109.,56.4022447887,3.50386790093
110.,65.7894502926,5.14184257449
111.,63.2154900913,5.29378827704
112.,82.8711861739,5.40015026883
113.,75.7692440364,4.94431316116
114.,75.8117888331,3.71963079856
115.,57.374697285,2.45240363925
116.,65.2971462163,2.38250861607
117.,61.2797018407,4.78325071645
118.,70.5757399231,4.61003261554
119.,76.6869960799,3.83510953251
120.,71.940212332,3.88069324327
121.,65.6557380743,3.36407785458
122.,62.4314502661,1.92363259436
123.,57.6937832604,1.51337919745
124.,56.359699992,2.10596743742
125.,55.2687298476,4.57356564693
126.,68.3360602674,3.63454120513
127.,73.2499842881,3.62238554893
128.,73.1618557806,2.93559097338
129.,60.6232964057,1.82942625877
130.,64.0815805958,2.38250861607
131.,61.9877688146,3.07841993378
